Match_ID,Innings,Batting_Team,Bowling_Team,Venue,Match_Format,Batsman_Name,Bowler_Name,Runs_Scored,Balls_Faced,Fours,Sixes,Strike_Rate,Wickets_Taken,Overs_Bowled,Runs_Conceded,Dismissal_Type,Match_Date,Player_Role
71274,2,West Indies,Bangladesh,Kolkata,Test,Russell,Starc,47,121,13,1,---,5,NA,51,Stumped,2020-01-01,Batsman
39432,1,South Africa,West Indies,Sydney,T20,Root,Rashid,113,28,15,6,NA,0,NA,77,LBW,2020-01-01,Unknown
75131,2,England,Sri Lanka,Johannesburg,ODI,Rohit,Rashid,75,132,0,12,NA,5,NA,85,Unknown,2020-01-01,All-Rounder
46072,1,India,South Africa,Kolkata,Test,Warner,Rabada,115,107,6,9,---,6,NA,84,Caught,,Unknown
62456,1,Australia,Bangladesh,Mumbai,T20,Warner,Joseph,82,138,1,12,---,3,-,37,Unknown,2020-01-01,Bowler
45593,1,Sri Lanka,England,Unknown,Test,Williamson,Woakes,73,0,12,1,NA,4,5.912401873223555,18,Caught,Unknown,Batsman
94006,2,Australia,Pakistan,London,ODI,Russell,Bumrah,5,111,16,3,---,4,-,41,Stumped,,Batsman
99147,2,West Indies,England,Mumbai,ODI,Root,Rashid,133,6,16,9,NA,0,-,87,Unknown,2020-01-01,Unknown
59377,2,India,England,Melbourne,ODI,Nabi,Woakes,119,130,1,11,NA,0,NA,57,LBW,2020-01-01,Unknown
12966,1,Pakistan,Bangladesh,Melbourne,ODI,Root,Starc,119,30,10,14,NA,5,NA,33,Bowled,,Unknown
94447,2,Bangladesh,England,Mumbai,Test,Kohli,Afridi,31,130,18,7,NA,4,NA,32,Bowled,2021-05-10,All-Rounder
49317,2,Bangladesh,New Zealand,Sydney,T20,Warner,Southee,-7,16,18,6,123.3332974019075,-1,NA,30,Hit Wicket,Unknown,All-Rounder
17125,2,Pakistan,Sri Lanka,Chennai,ODI,Nabi,Malinga,-1,17,9,14,123.3332974019075,0,5.912401873223555,17,Unknown,2021-05-10,Bowler
77926,1,Pakistan,India,Auckland,T20,Warner,Starc,104,78,24,4,123.3332974019075,-1,-,10,Unknown,2021-05-10,Unknown
12837,1,Pakistan,Bangladesh,Mumbai,ODI,Babar,Afridi,12,118,7,9,NA,4,5.912401873223555,-9,Hit Wicket,2020-01-01,Unknown
17101,1,India,Bangladesh,Johannesburg,Test,Williamson,Malinga,141,116,16,7,NA,5,5.912401873223555,43,Run Out,,Unknown
81389,1,England,Pakistan,Chennai,ODI,Smith,Southee,63,98,4,2,NA,2,5.912401873223555,75,Run Out,2021-05-10,Bowler
21538,2,England,Bangladesh,Delhi,Test,Russell,Afridi,49,79,12,9,123.3332974019075,5,5.912401873223555,5,Not Out,2021-05-10,All-Rounder
97061,2,South Africa,New Zealand,Melbourne,ODI,Warner,Malinga,132,104,4,6,123.3332974019075,1,5.912401873223555,27,Unknown,,Bowler
59790,1,Bangladesh,Sri Lanka,Kolkata,ODI,Russell,Rabada,16,93,22,11,123.3332974019075,0,NA,33,Hit Wicket,,All-Rounder
24720,1,South Africa,England,Melbourne,Test,Babar,Southee,81,98,22,7,123.3332974019075,4,5.912401873223555,-5,LBW,Unknown,Bowler
72113,1,Pakistan,England,Delhi,T20,Faf,Starc,67,144,23,1,123.3332974019075,3,5.912401873223555,70,Caught,,All-Rounder
50451,2,Sri Lanka,Afghanistan,Mumbai,T20,Smith,Shami,-4,78,1,9,---,-1,-,6,Run Out,2020-01-01,Unknown
60732,1,India,Afghanistan,Unknown,ODI,Smith,Shami,28,26,1,3,123.3332974019075,-1,5.912401873223555,41,Run Out,,Unknown
89115,2,New Zealand,West Indies,Sydney,ODI,Williamson,Rashid,24,29,17,7,123.3332974019075,3,5.912401873223555,80,Not Out,,Batsman
89963,2,West Indies,Afghanistan,Unknown,T20,Warner,Shami,133,68,8,8,---,2,-,-5,Bowled,2020-01-01,Bowler
89140,2,Australia,Afghanistan,London,Test,Warner,Shami,143,3,9,1,123.3332974019075,6,-,-7,Run Out,,Unknown
75922,1,West Indies,West Indies,Mumbai,ODI,Rohit,Rashid,57,138,8,13,NA,4,-,57,Bowled,Unknown,Bowler
42411,2,Sri Lanka,England,Melbourne,Test,Williamson,Southee,178,140,23,13,123.3332974019075,1,NA,76,Bowled,2020-01-01,Batsman
48620,2,Sri Lanka,West Indies,London,T20,Russell,Bumrah,127,9,13,2,---,4,NA,75,Unknown,2020-01-01,Unknown
15249,1,Pakistan,England,Melbourne,ODI,Kohli,Woakes,94,107,0,1,123.3332974019075,1,NA,42,Hit Wicket,,All-Rounder
19143,1,Afghanistan,Pakistan,Sydney,T20,Nabi,Southee,143,17,14,4,123.3332974019075,0,5.912401873223555,40,Bowled,,Bowler
63732,1,South Africa,England,Kolkata,T20,Root,Rashid,2,86,0,8,---,2,5.912401873223555,77,LBW,,Unknown
34512,1,New Zealand,South Africa,London,Test,Warner,Rashid,32,104,10,10,NA,6,-,58,Unknown,2021-05-10,Unknown
87613,2,New Zealand,Pakistan,Unknown,Test,Warner,Shami,106,106,7,13,123.3332974019075,2,-,25,Not Out,2020-01-01,All-Rounder
34686,1,Bangladesh,West Indies,Mumbai,Test,Babar,Joseph,103,98,1,4,NA,-1,-,-8,Bowled,Unknown,Batsman
26099,1,Afghanistan,Australia,Unknown,Test,Williamson,Afridi,144,61,22,10,123.3332974019075,5,-,45,Not Out,,Batsman
42171,1,South Africa,Afghanistan,Johannesburg,ODI,Faf,Bumrah,1,90,0,6,NA,5,-,90,Bowled,2021-05-10,All-Rounder
33785,1,Afghanistan,Bangladesh,London,ODI,Root,Shami,176,78,5,8,---,0,5.912401873223555,98,LBW,Unknown,Unknown
81569,2,Pakistan,England,Melbourne,ODI,Williamson,Bumrah,159,29,20,0,NA,5,-,1,Unknown,Unknown,Unknown
40756,1,Bangladesh,West Indies,Johannesburg,Test,Smith,Rashid,149,40,23,10,123.3332974019075,6,NA,12,Unknown,2021-05-10,Unknown
38440,2,Afghanistan,Australia,Melbourne,T20,Kohli,Afridi,133,66,23,2,NA,3,NA,48,Run Out,,Batsman
39800,2,Bangladesh,Sri Lanka,London,ODI,Rohit,Malinga,167,23,9,3,NA,2,NA,50,Bowled,,All-Rounder
41058,2,England,New Zealand,Sydney,Test,Williamson,Southee,152,31,2,4,---,1,5.912401873223555,5,Hit Wicket,2020-01-01,Bowler
89037,1,Australia,Bangladesh,Auckland,ODI,Nabi,Starc,112,131,18,6,---,2,NA,39,Unknown,2020-01-01,Bowler
36352,1,India,England,Mumbai,ODI,Root,Rashid,139,0,9,10,123.3332974019075,-1,NA,25,Not Out,2021-05-10,All-Rounder
12238,1,India,New Zealand,Chennai,ODI,Williamson,Rashid,80,20,23,12,NA,2,5.912401873223555,61,Bowled,,Batsman
33438,1,Pakistan,Australia,London,Test,Russell,Afridi,71,135,10,8,NA,3,-,55,Not Out,2021-05-10,Unknown
81469,1,Afghanistan,Afghanistan,Sydney,ODI,Williamson,Rabada,158,45,7,7,NA,5,NA,52,Unknown,2020-01-01,All-Rounder
23425,2,Australia,Afghanistan,Johannesburg,T20,Babar,Shami,36,139,21,8,NA,1,-,82,Bowled,2020-01-01,Bowler
13097,1,England,Sri Lanka,Auckland,ODI,Kohli,Shami,128,128,0,7,123.3332974019075,0,5.912401873223555,77,LBW,2020-01-01,All-Rounder
79741,1,England,England,Delhi,Test,Faf,Rabada,109,149,8,6,NA,0,NA,47,Not Out,Unknown,Unknown
86735,2,Sri Lanka,South Africa,Sydney,Test,Williamson,Shami,92,63,23,5,NA,2,-,41,Hit Wicket,,Batsman
83619,1,New Zealand,England,Kolkata,ODI,Root,Southee,-4,100,6,6,---,6,5.912401873223555,23,Hit Wicket,2021-05-10,All-Rounder
28882,1,South Africa,Afghanistan,Sydney,ODI,Smith,Afridi,52,54,0,10,---,-1,NA,32,Hit Wicket,,Unknown
71592,1,West Indies,India,Unknown,T20,Faf,Rabada,82,86,0,12,NA,0,-,89,Bowled,,Batsman
18980,2,Pakistan,India,Delhi,T20,Nabi,Shami,117,59,11,14,NA,1,5.912401873223555,-4,Stumped,2021-05-10,Unknown
61873,2,Afghanistan,Afghanistan,Kolkata,T20,Smith,Shami,99,107,24,0,---,6,NA,67,Bowled,2021-05-10,Bowler
27395,2,England,Pakistan,London,Test,Nabi,Shami,6,40,0,13,---,6,NA,12,Hit Wicket,2020-01-01,Bowler
21877,1,Sri Lanka,South Africa,Delhi,ODI,Russell,Afridi,142,58,11,3,---,-1,5.912401873223555,96,Unknown,Unknown,Unknown
38008,2,Sri Lanka,India,Unknown,ODI,Babar,Rabada,111,32,15,4,---,-1,5.912401873223555,49,Bowled,,Batsman
46376,2,Australia,Afghanistan,Delhi,ODI,Faf,Woakes,48,108,0,4,---,2,NA,59,Run Out,2020-01-01,Unknown
79824,1,West Indies,England,London,Test,Smith,Southee,26,44,5,7,NA,5,NA,54,Run Out,2020-01-01,Bowler
39596,2,Bangladesh,England,Sydney,T20,Kohli,Rabada,63,120,16,4,123.3332974019075,-1,5.912401873223555,90,Run Out,,Bowler
16943,1,India,Australia,Sydney,Test,Kohli,Malinga,171,74,18,4,123.3332974019075,4,-,97,Caught,2021-05-10,Batsman
68111,1,Australia,New Zealand,Sydney,Test,Babar,Shami,97,49,12,4,123.3332974019075,3,NA,7,Not Out,Unknown,All-Rounder
93310,1,Australia,Australia,Melbourne,ODI,Babar,Woakes,100,46,10,11,---,6,NA,89,Hit Wicket,2021-05-10,All-Rounder
94919,2,Bangladesh,Pakistan,Sydney,Test,Kohli,Rashid,1,118,12,13,---,5,5.912401873223555,53,Unknown,Unknown,Unknown
63519,1,England,South Africa,Chennai,T20,Faf,Woakes,134,87,1,7,NA,3,-,96,Run Out,2021-05-10,Bowler
84271,2,Sri Lanka,England,Chennai,ODI,Warner,Shami,-2,32,22,7,123.3332974019075,6,-,80,Run Out,,Batsman
64510,1,Afghanistan,India,Melbourne,ODI,Root,Rabada,21,75,19,6,123.3332974019075,4,5.912401873223555,17,Run Out,,All-Rounder
26334,2,New Zealand,India,Mumbai,ODI,Russell,Bumrah,71,20,14,6,NA,-1,-,68,Run Out,2020-01-01,Bowler
83092,1,Australia,India,Kolkata,T20,Williamson,Malinga,174,61,4,8,NA,2,5.912401873223555,-4,Run Out,,Batsman
74469,2,West Indies,New Zealand,Melbourne,Test,Faf,Malinga,125,121,6,12,123.3332974019075,6,5.912401873223555,-10,Run Out,,Unknown
10327,2,West Indies,Pakistan,Mumbai,ODI,Rohit,Joseph,96,15,10,6,---,4,NA,23,Caught,Unknown,All-Rounder
15710,2,Sri Lanka,New Zealand,Melbourne,Test,Warner,Joseph,150,11,17,7,---,1,5.912401873223555,41,Bowled,,Unknown
81443,1,Pakistan,India,Melbourne,ODI,Nabi,Southee,129,53,3,5,123.3332974019075,3,NA,57,Caught,,Unknown
49001,1,India,South Africa,Mumbai,T20,Faf,Southee,151,111,11,12,123.3332974019075,0,NA,21,Caught,Unknown,Bowler
12499,2,Bangladesh,India,Unknown,Test,Nabi,Rabada,169,136,8,12,NA,1,5.912401873223555,32,Not Out,2021-05-10,Bowler
87246,1,West Indies,Pakistan,Mumbai,Test,Kohli,Woakes,118,34,2,13,NA,-1,NA,99,Unknown,,Batsman
54441,2,Bangladesh,West Indies,Auckland,Test,Nabi,Rabada,146,69,21,0,---,-1,5.912401873223555,9,Stumped,Unknown,Bowler
28249,2,Australia,New Zealand,Johannesburg,T20,Babar,Shami,122,55,19,2,---,3,NA,-2,Stumped,Unknown,Batsman
58879,2,Sri Lanka,Pakistan,Chennai,T20,Faf,Bumrah,27,28,23,0,NA,2,NA,59,LBW,2020-01-01,Bowler
80204,2,Afghanistan,Afghanistan,London,T20,Russell,Malinga,10,85,13,4,NA,5,5.912401873223555,47,Bowled,2021-05-10,Unknown
49310,1,India,Sri Lanka,Delhi,T20,Nabi,Malinga,48,121,17,8,NA,2,5.912401873223555,30,Run Out,2021-05-10,Bowler
96687,1,South Africa,Afghanistan,Melbourne,ODI,Root,Joseph,109,147,4,9,NA,1,-,10,Not Out,,Bowler
52079,2,Bangladesh,Afghanistan,Kolkata,Test,Warner,Joseph,83,146,15,10,123.3332974019075,3,NA,93,Run Out,,Bowler
55973,2,West Indies,India,Unknown,T20,Smith,Malinga,9,89,11,11,NA,0,5.912401873223555,69,Hit Wicket,Unknown,Unknown
61989,1,Afghanistan,India,Chennai,ODI,Russell,Rabada,84,37,3,9,NA,4,NA,54,LBW,,All-Rounder
94799,1,England,South Africa,Chennai,Test,Rohit,Southee,32,59,14,12,NA,6,-,33,Run Out,2021-05-10,Batsman
13415,2,Bangladesh,Sri Lanka,Sydney,ODI,Faf,Woakes,51,130,24,11,123.3332974019075,5,-,25,LBW,Unknown,Unknown
38136,2,England,West Indies,Delhi,T20,Kohli,Malinga,154,108,22,5,NA,-1,NA,93,Bowled,,Bowler
94274,1,Bangladesh,West Indies,London,ODI,Root,Bumrah,-9,58,5,11,---,3,5.912401873223555,7,Run Out,2021-05-10,Unknown
42470,1,South Africa,Afghanistan,Kolkata,Test,Nabi,Malinga,63,90,7,2,NA,0,NA,33,Unknown,2020-01-01,All-Rounder
58765,1,Sri Lanka,Bangladesh,Kolkata,T20,Warner,Shami,32,73,18,8,NA,-1,-,93,Unknown,2020-01-01,All-Rounder
37572,1,New Zealand,Australia,Mumbai,T20,Williamson,Southee,19,23,2,7,---,5,5.912401873223555,-2,Caught,,Batsman
98291,2,South Africa,India,Johannesburg,ODI,Nabi,Malinga,156,40,14,5,123.3332974019075,2,NA,74,LBW,2021-05-10,All-Rounder
64500,1,Australia,England,Sydney,Test,Nabi,Woakes,-8,97,15,6,123.3332974019075,1,5.912401873223555,-2,Unknown,,Batsman
66690,2,West Indies,India,Johannesburg,T20,Root,Woakes,88,149,18,0,---,0,NA,65,Run Out,2020-01-01,All-Rounder
38635,2,Sri Lanka,India,Auckland,ODI,Williamson,Rashid,118,112,10,7,NA,3,-,90,Bowled,Unknown,All-Rounder
66121,1,Sri Lanka,Bangladesh,London,Test,Smith,Southee,118,113,0,8,NA,2,NA,77,Caught,2020-01-01,Batsman
26407,1,South Africa,England,Auckland,T20,Root,Southee,18,27,9,8,123.3332974019075,3,NA,58,Hit Wicket,Unknown,Unknown
79554,2,England,Australia,Sydney,T20,Kohli,Joseph,-2,105,7,1,123.3332974019075,1,5.912401873223555,47,LBW,2020-01-01,All-Rounder
41756,1,West Indies,New Zealand,Mumbai,ODI,Kohli,Starc,106,37,7,4,NA,4,5.912401873223555,66,Stumped,2020-01-01,Unknown
71104,1,Afghanistan,India,London,ODI,Root,Malinga,129,103,6,11,123.3332974019075,1,5.912401873223555,24,Stumped,,Unknown
82081,1,Bangladesh,Australia,Sydney,Test,Warner,Woakes,46,66,15,5,NA,4,5.912401873223555,25,Unknown,2021-05-10,Batsman
52169,2,New Zealand,Pakistan,London,ODI,Kohli,Afridi,129,129,18,4,---,6,5.912401873223555,79,Stumped,,Batsman
49838,2,Australia,Sri Lanka,Sydney,T20,Rohit,Southee,139,78,22,12,NA,4,-,51,Caught,Unknown,Unknown
33030,2,Sri Lanka,Australia,Chennai,T20,Babar,Woakes,72,96,15,10,123.3332974019075,0,-,38,Not Out,Unknown,All-Rounder
67183,1,South Africa,Pakistan,Unknown,Test,Williamson,Bumrah,96,44,13,6,NA,1,NA,39,Unknown,2021-05-10,All-Rounder
68825,2,Bangladesh,Pakistan,Johannesburg,Test,Rohit,Malinga,105,52,22,14,NA,4,5.912401873223555,84,Run Out,2021-05-10,Batsman
73518,2,New Zealand,Bangladesh,Sydney,Test,Williamson,Rashid,156,76,6,6,NA,1,-,97,Run Out,2020-01-01,Unknown
45682,2,Afghanistan,Sri Lanka,Mumbai,ODI,Babar,Bumrah,73,6,3,13,---,3,NA,42,Run Out,Unknown,Unknown
19294,2,West Indies,Sri Lanka,Delhi,T20,Faf,Bumrah,167,119,20,6,123.3332974019075,6,NA,10,Bowled,2020-01-01,Bowler
66602,2,Bangladesh,West Indies,Chennai,ODI,Smith,Afridi,99,67,20,7,123.3332974019075,0,5.912401873223555,12,LBW,,All-Rounder
55242,2,Sri Lanka,England,Delhi,T20,Nabi,Bumrah,177,62,19,2,NA,1,5.912401873223555,0,Hit Wicket,Unknown,Batsman
17542,1,India,England,Sydney,Test,Faf,Rashid,153,1,16,6,---,-1,-,29,Bowled,,Batsman
34960,2,Afghanistan,Afghanistan,Mumbai,T20,Rohit,Malinga,79,142,17,2,123.3332974019075,5,5.912401873223555,-4,Caught,2021-05-10,Unknown
70099,2,West Indies,West Indies,Melbourne,T20,Nabi,Rashid,179,4,17,14,NA,2,NA,89,Bowled,2021-05-10,Unknown
82086,1,Bangladesh,Australia,Delhi,Test,Nabi,Starc,68,2,13,10,NA,1,-,41,LBW,,All-Rounder
19981,2,India,England,Sydney,Test,Babar,Afridi,47,143,20,0,123.3332974019075,1,-,37,Hit Wicket,2021-05-10,All-Rounder
86641,2,India,West Indies,Unknown,T20,Babar,Woakes,47,48,2,3,NA,1,5.912401873223555,40,Run Out,2021-05-10,Bowler
47683,1,England,Afghanistan,Unknown,ODI,Faf,Starc,157,89,17,8,123.3332974019075,4,-,72,Caught,,All-Rounder
76488,2,England,New Zealand,Sydney,Test,Smith,Joseph,33,133,4,14,NA,2,NA,10,Hit Wicket,Unknown,Unknown
76134,2,Australia,South Africa,Delhi,Test,Rohit,Shami,113,34,1,4,NA,3,NA,83,Hit Wicket,,Bowler
46786,1,Bangladesh,West Indies,Chennai,ODI,Smith,Malinga,88,85,2,5,123.3332974019075,0,5.912401873223555,-4,Caught,,Bowler
93922,1,South Africa,Sri Lanka,Sydney,ODI,Root,Starc,52,63,24,0,NA,0,-,63,Stumped,2021-05-10,Bowler
94090,1,India,Australia,Delhi,ODI,Russell,Rabada,140,0,6,3,123.3332974019075,0,5.912401873223555,10,Caught,Unknown,All-Rounder
36067,2,India,Afghanistan,Melbourne,ODI,Williamson,Shami,10,124,11,7,123.3332974019075,0,5.912401873223555,52,Unknown,2021-05-10,All-Rounder
25550,1,Australia,West Indies,Auckland,Test,Kohli,Woakes,133,47,8,3,123.3332974019075,6,NA,12,Bowled,2020-01-01,Bowler
69603,1,Sri Lanka,New Zealand,Delhi,ODI,Williamson,Woakes,87,22,22,12,123.3332974019075,0,NA,38,Caught,,Batsman
42476,1,West Indies,England,Kolkata,ODI,Smith,Shami,57,17,19,5,---,-1,5.912401873223555,80,Hit Wicket,2021-05-10,Unknown
16988,2,West Indies,India,Chennai,ODI,Root,Woakes,-3,144,21,9,---,4,NA,4,Unknown,Unknown,Batsman
84011,2,West Indies,Pakistan,Mumbai,T20,Nabi,Starc,35,30,16,12,NA,3,-,28,Unknown,,Unknown
69671,2,Afghanistan,Bangladesh,Chennai,Test,Williamson,Shami,135,59,0,4,---,3,-,46,Caught,2020-01-01,All-Rounder
98829,2,New Zealand,South Africa,Johannesburg,Test,Rohit,Shami,140,65,2,13,---,1,5.912401873223555,34,LBW,,All-Rounder
58405,1,South Africa,South Africa,Delhi,ODI,Warner,Shami,71,72,20,0,---,2,5.912401873223555,82,Run Out,2020-01-01,Unknown
32997,1,Afghanistan,Australia,Auckland,Test,Babar,Afridi,26,85,5,2,123.3332974019075,0,5.912401873223555,45,Caught,2020-01-01,Bowler
78775,2,Afghanistan,Pakistan,Melbourne,ODI,Root,Afridi,53,105,9,1,123.3332974019075,6,-,18,Caught,,Unknown
13274,1,Bangladesh,Pakistan,Chennai,Test,Warner,Malinga,69,17,7,6,---,0,NA,5,Bowled,2021-05-10,Bowler
56983,1,New Zealand,West Indies,Mumbai,ODI,Warner,Shami,71,122,0,10,---,3,5.912401873223555,83,Hit Wicket,Unknown,All-Rounder
99183,2,Bangladesh,Sri Lanka,Delhi,Test,Rohit,Malinga,168,17,0,4,NA,3,5.912401873223555,-4,Hit Wicket,2020-01-01,Batsman
12775,2,India,Sri Lanka,Melbourne,T20,Warner,Rabada,24,82,9,6,123.3332974019075,6,NA,49,Unknown,,Bowler
47479,2,Pakistan,West Indies,Sydney,T20,Kohli,Starc,9,108,19,9,NA,2,-,81,Unknown,2020-01-01,Bowler
21924,1,Afghanistan,West Indies,Kolkata,ODI,Kohli,Afridi,112,101,18,13,---,4,-,10,Bowled,,All-Rounder
46223,1,South Africa,South Africa,Johannesburg,ODI,Faf,Woakes,9,30,0,13,123.3332974019075,2,5.912401873223555,19,Not Out,2020-01-01,Bowler
90550,1,Pakistan,India,Auckland,Test,Kohli,Afridi,149,28,1,8,123.3332974019075,2,5.912401873223555,-9,Stumped,2021-05-10,Unknown
39804,2,New Zealand,Australia,Melbourne,T20,Faf,Rabada,64,87,22,5,---,6,5.912401873223555,3,Bowled,2020-01-01,Bowler
86605,1,Sri Lanka,Bangladesh,Sydney,ODI,Faf,Woakes,52,96,16,12,123.3332974019075,0,-,25,Caught,2020-01-01,Unknown
22265,2,Bangladesh,New Zealand,London,Test,Warner,Rashid,66,113,19,4,123.3332974019075,3,NA,57,Bowled,,Batsman
47821,1,Bangladesh,Afghanistan,London,T20,Williamson,Rashid,87,79,22,11,---,4,5.912401873223555,88,Not Out,,Batsman
56277,1,South Africa,Bangladesh,Unknown,T20,Rohit,Malinga,2,31,23,8,NA,-1,5.912401873223555,26,Hit Wicket,,All-Rounder
48572,2,Bangladesh,England,Unknown,Test,Kohli,Shami,60,20,18,0,123.3332974019075,4,-,41,Not Out,Unknown,All-Rounder
49246,2,England,England,Unknown,Test,Smith,Woakes,86,6,18,4,NA,2,NA,96,Hit Wicket,2021-05-10,Batsman
82684,2,England,New Zealand,Unknown,Test,Rohit,Joseph,75,37,5,9,---,5,NA,55,Run Out,2020-01-01,Unknown
92702,1,India,Pakistan,Sydney,ODI,Russell,Shami,144,139,7,9,NA,6,NA,73,LBW,,Batsman
68533,1,Afghanistan,Pakistan,Chennai,T20,Nabi,Rashid,84,91,16,10,NA,4,NA,-5,LBW,Unknown,All-Rounder
31490,2,India,Pakistan,Kolkata,ODI,Nabi,Shami,157,13,7,14,---,6,5.912401873223555,85,Hit Wicket,2020-01-01,Bowler
69967,2,India,Australia,Delhi,Test,Root,Rashid,48,70,1,3,NA,4,-,28,Stumped,2020-01-01,All-Rounder
91276,1,Afghanistan,Sri Lanka,Chennai,ODI,Smith,Bumrah,146,16,9,14,123.3332974019075,4,-,7,Stumped,Unknown,Batsman
83331,1,England,South Africa,Chennai,Test,Rohit,Bumrah,147,76,18,5,123.3332974019075,2,NA,20,Stumped,,Bowler
89603,2,Bangladesh,South Africa,Delhi,ODI,Kohli,Malinga,24,19,8,5,---,3,5.912401873223555,51,LBW,Unknown,All-Rounder
76903,1,West Indies,Sri Lanka,Delhi,ODI,Williamson,Starc,85,132,12,11,123.3332974019075,5,5.912401873223555,-6,Hit Wicket,Unknown,Unknown
19926,2,England,South Africa,Auckland,Test,Rohit,Bumrah,172,133,23,10,---,6,-,41,Hit Wicket,2020-01-01,Unknown
92634,1,Bangladesh,India,Melbourne,ODI,Kohli,Shami,58,140,1,10,---,-1,NA,66,Run Out,2021-05-10,Batsman
24287,2,Afghanistan,Australia,Chennai,Test,Faf,Woakes,-8,130,1,10,123.3332974019075,0,-,51,Caught,2021-05-10,Batsman
92886,1,India,South Africa,Chennai,T20,Root,Woakes,159,130,0,0,NA,0,-,54,Run Out,2020-01-01,Bowler
90461,1,England,Sri Lanka,Melbourne,T20,Smith,Southee,28,135,1,10,123.3332974019075,5,NA,-5,Caught,Unknown,All-Rounder
22224,1,India,Afghanistan,Auckland,T20,Rohit,Rashid,33,70,21,8,NA,6,NA,42,Bowled,,Bowler
54261,1,Afghanistan,Australia,Mumbai,T20,Faf,Southee,104,49,7,0,123.3332974019075,4,-,28,LBW,2021-05-10,Unknown
16945,1,West Indies,Bangladesh,Kolkata,T20,Root,Joseph,172,109,4,4,NA,-1,NA,87,Not Out,,Batsman
88329,1,England,South Africa,Mumbai,ODI,Nabi,Joseph,20,70,3,3,NA,0,NA,69,Hit Wicket,2021-05-10,Bowler
79832,1,Afghanistan,West Indies,Melbourne,T20,Faf,Afridi,150,74,10,5,---,5,NA,79,LBW,2020-01-01,All-Rounder
17163,1,Afghanistan,New Zealand,Chennai,T20,Root,Malinga,131,20,19,9,NA,0,5.912401873223555,2,Stumped,,Batsman
88867,1,South Africa,England,Auckland,ODI,Nabi,Malinga,87,147,14,8,123.3332974019075,6,NA,57,LBW,,All-Rounder
45571,1,Afghanistan,New Zealand,Unknown,T20,Warner,Shami,166,92,2,11,---,2,-,25,Hit Wicket,,Unknown
24181,1,Afghanistan,West Indies,Mumbai,T20,Faf,Bumrah,18,73,2,11,NA,1,-,-1,Bowled,,Bowler
67054,2,Sri Lanka,India,Sydney,ODI,Faf,Southee,-3,37,10,11,123.3332974019075,5,5.912401873223555,-1,Run Out,2020-01-01,Batsman
59620,1,West Indies,India,Chennai,ODI,Warner,Rashid,66,32,3,7,NA,3,-,35,Bowled,,All-Rounder
58332,2,Sri Lanka,Bangladesh,Unknown,Test,Root,Rabada,38,121,20,2,123.3332974019075,2,-,16,Hit Wicket,2021-05-10,Bowler
86846,1,India,Sri Lanka,Unknown,Test,Russell,Afridi,133,58,9,8,---,6,NA,41,Run Out,2021-05-10,Unknown
55080,2,Sri Lanka,India,Auckland,Test,Root,Woakes,78,11,23,10,NA,3,-,4,Unknown,2020-01-01,All-Rounder
54645,1,Sri Lanka,Bangladesh,Sydney,ODI,Williamson,Rashid,177,135,9,13,---,1,-,24,Stumped,Unknown,Batsman
11340,1,Australia,South Africa,Sydney,Test,Warner,Afridi,157,86,6,14,---,6,NA,79,Hit Wicket,2020-01-01,Unknown
38339,1,Sri Lanka,West Indies,London,ODI,Smith,Shami,150,105,20,5,---,3,5.912401873223555,87,Run Out,2021-05-10,Bowler
50054,1,Australia,England,London,T20,Babar,Afridi,-8,37,12,2,123.3332974019075,-1,5.912401873223555,80,Run Out,2020-01-01,All-Rounder
85743,1,India,South Africa,London,Test,Kohli,Southee,2,33,3,12,123.3332974019075,2,NA,57,Run Out,Unknown,Bowler
30687,2,West Indies,Sri Lanka,Kolkata,T20,Root,Bumrah,163,131,22,6,123.3332974019075,2,NA,1,Hit Wicket,,All-Rounder
43780,2,Afghanistan,Afghanistan,London,ODI,Smith,Shami,15,134,15,2,---,1,5.912401873223555,95,Stumped,Unknown,Batsman
61219,2,Afghanistan,Bangladesh,Sydney,ODI,Smith,Starc,151,84,10,11,---,5,5.912401873223555,30,Not Out,,Batsman
21881,1,South Africa,England,Chennai,ODI,Faf,Joseph,128,107,17,9,NA,4,5.912401873223555,12,Unknown,Unknown,Bowler
12732,1,Sri Lanka,India,Delhi,T20,Faf,Malinga,22,73,22,14,NA,-1,5.912401873223555,31,LBW,2020-01-01,Bowler
73524,1,Afghanistan,New Zealand,Sydney,T20,Rohit,Bumrah,76,76,15,2,---,0,5.912401873223555,83,LBW,2021-05-10,All-Rounder
63390,1,New Zealand,South Africa,London,T20,Faf,Joseph,157,82,14,3,123.3332974019075,1,5.912401873223555,45,Not Out,2020-01-01,All-Rounder
17304,2,Bangladesh,South Africa,Unknown,Test,Rohit,Rashid,28,58,23,10,NA,6,5.912401873223555,86,LBW,Unknown,Batsman
61371,2,Afghanistan,New Zealand,Mumbai,ODI,Nabi,Rashid,163,125,0,6,---,3,5.912401873223555,69,Not Out,,All-Rounder
82235,1,England,England,Melbourne,T20,Rohit,Southee,102,7,13,10,123.3332974019075,1,-,95,Caught,,All-Rounder
79239,2,Pakistan,South Africa,Delhi,Test,Warner,Joseph,31,112,19,5,123.3332974019075,4,NA,17,Caught,2021-05-10,All-Rounder
43621,1,Australia,Afghanistan,Kolkata,T20,Russell,Afridi,118,103,23,10,---,4,-,57,Caught,Unknown,Batsman
