Match_ID,Innings,Batting_Team,Bowling_Team,Venue,Match_Format,Batsman_Name,Bowler_Name,Runs_Scored,Balls_Faced,Fours,Sixes,Total_Boundaries,Strike_Rate_Calc,Wickets_Taken,Overs_Numeric,Economy_Rate,Dismissal_Type,Player_Role,Match_Date_Clean,Match_Month,Match_Year
36760,2,Afghanistan,India,Melbourne,ODI,Smith,Joseph,63,133,18,12,144,47.37,6,,,Stumped,Batsman,,,
75089,1,Australia,Afghanistan,Kolkata,T20,Williamson,Rashid,168,130,16,10,124,129.23,1,,,Run Out,All-Rounder,,,
25455,1,West Indies,Afghanistan,Melbourne,T20,Warner,Southee,145,30,20,12,152,483.33,5,,,Bowled,,2021-05-10,2021-05,2021
62024,2,West Indies,Afghanistan,Johannesburg,Test,Smith,Southee,118,42,21,12,156,280.95,4,,,Bowled,Bowler,2020-01-01,2020-01,2020
73662,2,Australia,Bangladesh,Kolkata,T20,Smith,Woakes,163,71,3,12,84,229.58,1,,,Run Out,,,,
87015,2,Pakistan,Pakistan,Auckland,ODI,Russell,Starc,31,123,7,5,58,25.2,5,5.912401873,0.51,Hit Wicket,,2021-05-10,2021-05,2021
84625,2,West Indies,Afghanistan,Sydney,T20,Kohli,Rabada,79,22,10,8,88,359.09,-1,5.912401873,4.9,Not Out,,,,
23692,1,West Indies,Australia,Auckland,Test,Kohli,Bumrah,74,42,18,12,144,176.19,3,5.912401873,9.13,LBW,Batsman,,,
75016,2,Bangladesh,Bangladesh,Mumbai,T20,Rohit,Starc,174,11,7,10,88,1581.82,6,,,Run Out,,2021-05-10,2021-05,2021
34943,2,South Africa,Afghanistan,Kolkata,T20,Nabi,Joseph,38,9,14,0,56,422.22,5,,,Not Out,,2020-01-01,2020-01,2020
22525,2,India,South Africa,Mumbai,T20,Kohli,Woakes,71,12,20,5,110,591.67,6,5.912401873,8.96,Not Out,,2020-01-01,2020-01,2020
67682,1,Australia,Australia,,T20,Faf,Afridi,82,116,8,2,44,70.69,5,,,Stumped,,2020-01-01,2020-01,2020
70654,2,Pakistan,West Indies,Auckland,Test,Nabi,Rabada,18,133,24,10,156,13.53,6,,,Unknown,Bowler,2020-01-01,2020-01,2020
61345,2,West Indies,New Zealand,Johannesburg,Test,Warner,Malinga,171,23,4,5,46,743.48,1,5.912401873,2.03,Stumped,Bowler,2020-01-01,2020-01,2020
58491,1,Pakistan,Bangladesh,Kolkata,ODI,Russell,Starc,152,26,10,5,70,584.62,4,,,Unknown,Batsman,2021-05-10,2021-05,2021
51025,2,South Africa,Australia,Auckland,ODI,Smith,Joseph,158,98,3,2,24,161.22,2,,,Stumped,Batsman,2020-01-01,2020-01,2020
90056,2,India,South Africa,,Test,Kohli,Malinga,9,23,12,3,66,39.13,2,,,Run Out,Bowler,2020-01-01,2020-01,2020
80899,1,South Africa,England,Auckland,ODI,Faf,Joseph,-2,54,19,5,106,-3.7,5,,,Run Out,All-Rounder,,,
35663,2,Australia,Bangladesh,Kolkata,Test,Williamson,Afridi,106,9,16,4,88,1177.78,6,,,Caught,Bowler,,,
11751,1,West Indies,India,Sydney,ODI,Rohit,Southee,45,147,22,3,106,30.61,0,5.912401873,1.18,LBW,,,,
43434,1,Afghanistan,West Indies,Melbourne,ODI,Warner,Rabada,59,149,3,13,90,39.6,3,,,Caught,Bowler,,,
57606,2,Afghanistan,New Zealand,Sydney,T20,Root,Shami,83,51,21,10,144,162.75,-1,,,Stumped,Bowler,,,
27716,1,West Indies,India,London,Test,Nabi,Starc,139,18,6,13,102,772.22,5,,,Unknown,All-Rounder,2020-01-01,2020-01,2020
11466,2,South Africa,England,Johannesburg,ODI,Williamson,Rabada,-7,145,21,12,156,-4.83,4,5.912401873,-1.18,Run Out,All-Rounder,,,
23299,2,Bangladesh,Bangladesh,Melbourne,ODI,Rohit,Malinga,-6,113,10,2,52,-5.31,4,5.912401873,15.73,Stumped,Batsman,,,
96645,1,Afghanistan,Bangladesh,Mumbai,T20,Rohit,Starc,-5,73,1,11,70,-6.85,6,,,Run Out,All-Rounder,2021-05-10,2021-05,2021
95532,1,New Zealand,England,Mumbai,ODI,Faf,Bumrah,169,47,24,13,174,359.57,0,,,Caught,Batsman,2021-05-10,2021-05,2021
66174,1,Afghanistan,Afghanistan,Delhi,ODI,Rohit,Rashid,150,69,15,1,66,217.39,1,,,LBW,Batsman,,,
36695,1,Bangladesh,Bangladesh,,ODI,Smith,Rabada,-8,140,4,7,58,-5.71,3,,,Hit Wicket,Batsman,,,
66052,2,West Indies,New Zealand,Kolkata,ODI,Warner,Joseph,172,7,11,8,92,2457.14,-1,5.912401873,8.29,LBW,All-Rounder,,,
34798,1,Pakistan,Sri Lanka,Auckland,ODI,Williamson,Starc,130,83,12,13,126,156.63,5,,,Hit Wicket,Batsman,,,
17393,2,Afghanistan,Australia,Delhi,T20,Nabi,Joseph,20,88,1,10,64,22.73,4,5.912401873,2.03,LBW,Bowler,,,
28189,2,Pakistan,India,Kolkata,ODI,Babar,Starc,65,4,0,3,18,1625,3,,,Unknown,Batsman,,,
42112,2,Sri Lanka,India,Mumbai,ODI,Russell,Shami,140,34,10,3,58,411.76,1,5.912401873,13.7,Caught,Batsman,,,
66596,2,South Africa,England,Delhi,ODI,Root,Starc,175,14,19,4,100,1250,4,,,Caught,Bowler,2020-01-01,2020-01,2020
83128,1,Pakistan,Sri Lanka,Sydney,Test,Williamson,Woakes,-3,114,3,3,30,-2.63,0,,,Run Out,Batsman,2020-01-01,2020-01,2020
16272,1,Australia,West Indies,Delhi,Test,Williamson,Rabada,55,117,24,13,174,47.01,1,5.912401873,15.05,Unknown,Batsman,,,
46250,1,Australia,Australia,,ODI,Warner,Joseph,-4,74,17,9,122,-5.41,2,,,Stumped,All-Rounder,,,
89361,2,Pakistan,New Zealand,Johannesburg,T20,Williamson,Shami,40,67,16,7,106,59.7,6,,,Caught,Batsman,,,
64079,2,Afghanistan,Bangladesh,Chennai,ODI,Nabi,Joseph,11,148,7,10,88,7.43,0,5.912401873,4.9,Stumped,,2021-05-10,2021-05,2021
15493,2,Bangladesh,West Indies,Johannesburg,Test,Rohit,Joseph,34,66,10,12,112,51.52,2,5.912401873,9.3,Stumped,Batsman,,,
72186,2,Bangladesh,Afghanistan,London,Test,Smith,Rashid,114,116,19,10,136,98.28,1,,,Stumped,Bowler,,,
21189,2,Sri Lanka,England,Johannesburg,T20,Warner,Malinga,155,34,1,14,88,455.88,0,,,Not Out,,,,
75609,2,Pakistan,South Africa,Kolkata,ODI,Root,Rabada,2,128,23,1,98,1.56,5,5.912401873,10.82,Stumped,,,,
85165,2,Sri Lanka,South Africa,Johannesburg,Test,Nabi,Afridi,20,120,12,4,72,16.67,1,5.912401873,6.93,Bowled,All-Rounder,,,
37102,2,West Indies,Bangladesh,Johannesburg,Test,Root,Shami,168,17,12,9,102,988.24,3,5.912401873,1.35,Bowled,Batsman,,,
81138,1,Bangladesh,India,Mumbai,T20,Nabi,Afridi,118,5,15,11,126,2360,3,,,Bowled,Bowler,2021-05-10,2021-05,2021
12287,1,South Africa,England,Kolkata,Test,Warner,Southee,127,18,23,14,176,705.56,-1,5.912401873,9.47,Stumped,All-Rounder,2021-05-10,2021-05,2021
62380,2,England,New Zealand,London,Test,Faf,Shami,73,47,0,9,54,155.32,1,5.912401873,6.43,LBW,Bowler,,,
50679,2,Australia,New Zealand,Auckland,T20,Warner,Shami,17,59,19,7,118,28.81,2,,,Not Out,,,,
98362,2,Pakistan,Pakistan,Mumbai,T20,Warner,Rabada,152,55,9,13,114,276.36,6,,,Bowled,Bowler,2021-05-10,2021-05,2021
90936,1,West Indies,South Africa,,T20,Smith,Rabada,177,135,12,13,126,131.11,-1,,,Not Out,Batsman,,,
84698,2,Afghanistan,Afghanistan,Johannesburg,Test,Faf,Bumrah,37,69,20,3,98,53.62,6,,,LBW,All-Rounder,,,
71143,2,Pakistan,England,Mumbai,Test,Faf,Starc,167,102,0,0,0,163.73,0,5.912401873,8.12,Bowled,Batsman,2021-05-10,2021-05,2021
39016,2,West Indies,Pakistan,Chennai,ODI,Root,Shami,108,108,14,4,80,100,2,5.912401873,13.87,Bowled,Batsman,2020-01-01,2020-01,2020
70406,1,Afghanistan,Afghanistan,Johannesburg,ODI,Kohli,Rabada,93,139,21,13,162,66.91,6,,,Unknown,Batsman,2020-01-01,2020-01,2020
42194,1,South Africa,Afghanistan,Delhi,ODI,Smith,Bumrah,31,142,16,4,88,21.83,3,,,Hit Wicket,All-Rounder,2020-01-01,2020-01,2020
44229,2,England,India,Melbourne,T20,Williamson,Woakes,18,137,17,14,152,13.14,4,,,Stumped,Batsman,2021-05-10,2021-05,2021
24893,1,New Zealand,New Zealand,Sydney,Test,Williamson,Woakes,162,29,24,8,144,558.62,4,5.912401873,12.18,Unknown,Batsman,2021-05-10,2021-05,2021
84624,1,West Indies,South Africa,Delhi,Test,Williamson,Bumrah,20,102,7,2,40,19.61,2,5.912401873,4.23,Not Out,Batsman,,,
87307,2,Bangladesh,South Africa,Delhi,ODI,Nabi,Malinga,33,41,10,2,52,80.49,2,,,Bowled,Bowler,,,
29322,2,England,Pakistan,Kolkata,T20,Warner,Southee,129,7,19,3,94,1842.86,5,5.912401873,11.16,Run Out,,,,
99273,2,Pakistan,West Indies,Delhi,Test,Nabi,Joseph,26,69,15,4,84,37.68,-1,,,LBW,Batsman,,,
14950,2,Pakistan,West Indies,Delhi,ODI,Kohli,Rashid,178,125,10,8,88,142.4,5,,,LBW,,2021-05-10,2021-05,2021
33682,2,India,South Africa,Auckland,T20,Rohit,Starc,61,80,24,13,174,76.25,1,,,Not Out,,2020-01-01,2020-01,2020
97949,2,South Africa,Sri Lanka,Johannesburg,Test,Smith,Southee,53,49,15,3,78,108.16,3,,,Run Out,All-Rounder,,,
43377,2,England,England,,ODI,Rohit,Woakes,113,134,18,11,138,84.33,0,,,Hit Wicket,Batsman,2021-05-10,2021-05,2021
40998,1,Sri Lanka,India,Delhi,T20,Rohit,Starc,100,96,0,8,48,104.17,4,,,Not Out,,,,
37325,1,Sri Lanka,India,Melbourne,ODI,Smith,Starc,141,134,20,13,158,105.22,0,,,Unknown,All-Rounder,,,
65049,2,South Africa,England,Melbourne,ODI,Williamson,Woakes,103,95,23,6,128,108.42,3,,,Unknown,,2020-01-01,2020-01,2020
53011,2,South Africa,England,Sydney,Test,Babar,Shami,164,92,21,4,108,178.26,0,5.912401873,6.93,Unknown,All-Rounder,2021-05-10,2021-05,2021
31961,2,India,South Africa,Sydney,ODI,Warner,Southee,107,119,13,1,58,89.92,2,,,Stumped,Batsman,,,
31335,2,Pakistan,Bangladesh,Johannesburg,Test,Russell,Bumrah,23,76,19,9,130,30.26,5,5.912401873,14.38,Run Out,All-Rounder,,,
80871,1,India,New Zealand,Mumbai,Test,Rohit,Rabada,88,53,9,9,90,166.04,0,5.912401873,11.84,LBW,All-Rounder,2020-01-01,2020-01,2020
59271,1,India,Bangladesh,Melbourne,T20,Babar,Rabada,130,37,16,5,94,351.35,6,,,Run Out,,,,
77854,2,Bangladesh,Sri Lanka,Johannesburg,T20,Kohli,Starc,96,81,13,6,88,118.52,2,,,Bowled,Bowler,2020-01-01,2020-01,2020
58907,2,West Indies,India,Kolkata,T20,Smith,Shami,52,29,0,11,66,179.31,4,,,Caught,Batsman,2021-05-10,2021-05,2021
11152,2,Australia,Afghanistan,Delhi,ODI,Babar,Joseph,68,29,21,11,150,234.48,4,,,Unknown,Batsman,,,
73337,1,West Indies,Bangladesh,Melbourne,Test,Warner,Shami,83,17,20,10,140,488.24,3,5.912401873,12.85,Bowled,All-Rounder,2020-01-01,2020-01,2020
96391,2,India,India,Auckland,Test,Warner,Bumrah,158,61,20,14,164,259.02,5,,,Unknown,,2020-01-01,2020-01,2020
53912,2,West Indies,South Africa,Kolkata,T20,Smith,Starc,92,97,24,3,114,94.85,5,5.912401873,2.71,Unknown,Bowler,2021-05-10,2021-05,2021
47178,1,India,England,London,Test,Faf,Woakes,16,28,6,6,60,57.14,3,,,Not Out,All-Rounder,,,
93048,2,Afghanistan,Sri Lanka,Johannesburg,Test,Nabi,Southee,15,48,4,2,28,31.25,6,5.912401873,0.17,Stumped,All-Rounder,,,
23301,2,Afghanistan,South Africa,Mumbai,Test,Nabi,Rashid,112,147,3,5,42,76.19,4,,,Hit Wicket,,,,
35374,1,Bangladesh,Australia,Auckland,T20,Faf,Woakes,164,46,15,7,102,356.52,6,5.912401873,10.66,Stumped,Batsman,,,
55108,1,India,India,Auckland,T20,Warner,Southee,17,99,19,0,76,17.17,-1,,,Hit Wicket,All-Rounder,,,
12441,1,Bangladesh,Afghanistan,Kolkata,ODI,Faf,Joseph,53,82,16,5,94,64.63,0,5.912401873,8.63,Run Out,Bowler,,,
19386,1,India,New Zealand,Mumbai,ODI,Smith,Joseph,103,12,1,8,52,858.33,4,,,Bowled,All-Rounder,,,
45985,1,Bangladesh,New Zealand,Johannesburg,ODI,Williamson,Joseph,23,44,7,6,64,52.27,-1,,,Run Out,,,,
75090,2,Australia,Bangladesh,Auckland,T20,Kohli,Woakes,63,69,6,4,48,91.3,2,,,Caught,,2021-05-10,2021-05,2021
93275,2,South Africa,West Indies,Delhi,T20,Smith,Rabada,145,56,19,12,148,258.93,6,,,Bowled,All-Rounder,2021-05-10,2021-05,2021
63611,1,Sri Lanka,Australia,,Test,Smith,Bumrah,101,0,0,6,36,,0,,,Bowled,Batsman,2020-01-01,2020-01,2020
75621,1,Bangladesh,South Africa,Sydney,ODI,Kohli,Afridi,115,118,3,11,78,97.46,4,,,Stumped,All-Rounder,,,
86234,1,New Zealand,South Africa,Auckland,T20,Kohli,Starc,21,54,11,5,74,38.89,5,,,Caught,,,,
69181,1,Bangladesh,Afghanistan,Johannesburg,Test,Russell,Rabada,-3,133,14,12,128,-2.26,-1,5.912401873,6.26,Caught,Batsman,,,
11200,1,England,Bangladesh,Sydney,ODI,Russell,Rabada,15,105,24,10,156,14.29,4,,,Stumped,Batsman,,,
33190,2,Sri Lanka,West Indies,Auckland,Test,Warner,Rabada,137,55,14,8,104,249.09,3,5.912401873,13.36,Not Out,All-Rounder,,,
90668,2,Sri Lanka,South Africa,Chennai,T20,Nabi,Joseph,179,96,19,5,106,186.46,5,5.912401873,0.17,Bowled,Bowler,2021-05-10,2021-05,2021
90088,1,Australia,South Africa,Sydney,ODI,Faf,Rabada,104,148,16,5,94,70.27,5,,,Caught,,2021-05-10,2021-05,2021
12647,1,Afghanistan,England,London,T20,Russell,Bumrah,157,76,9,7,78,206.58,2,,,Unknown,All-Rounder,2020-01-01,2020-01,2020
14666,1,England,New Zealand,Mumbai,Test,Root,Rabada,136,79,13,2,64,172.15,2,5.912401873,15.9,LBW,,2020-01-01,2020-01,2020
62532,2,Bangladesh,Sri Lanka,London,ODI,Babar,Shami,69,44,23,2,104,156.82,0,5.912401873,8.12,Caught,,,,
87123,2,West Indies,England,Sydney,ODI,Russell,Afridi,137,144,8,7,74,95.14,6,,,Stumped,Batsman,2021-05-10,2021-05,2021
55412,2,Australia,Australia,London,ODI,Rohit,Starc,152,41,14,7,98,370.73,0,,,Hit Wicket,Bowler,,,
85292,2,West Indies,Australia,Mumbai,Test,Nabi,Rashid,111,118,11,5,74,94.07,3,5.912401873,2.03,Unknown,Bowler,,,
48914,2,England,West Indies,London,Test,Root,Shami,49,39,18,1,78,125.64,1,,,Caught,Bowler,,,
77422,2,India,New Zealand,Sydney,T20,Kohli,Shami,149,63,12,6,84,236.51,6,,,Caught,All-Rounder,,,
15486,2,India,Australia,Delhi,Test,Russell,Rabada,113,101,17,12,140,111.88,0,,,Stumped,All-Rounder,,,
54452,2,Sri Lanka,South Africa,Johannesburg,Test,Rohit,Bumrah,158,135,20,7,122,117.04,4,5.912401873,11.84,Hit Wicket,Bowler,,,
40782,2,Bangladesh,Sri Lanka,Kolkata,ODI,Rohit,Afridi,3,111,0,6,36,2.7,1,,,Unknown,,,,
86054,1,India,India,Kolkata,Test,Babar,Woakes,35,114,19,2,88,30.7,0,,,Hit Wicket,Batsman,,,
10432,2,Sri Lanka,Bangladesh,London,ODI,Kohli,Rashid,160,65,21,9,138,246.15,2,5.912401873,1.01,Stumped,,2020-01-01,2020-01,2020
65004,2,Sri Lanka,New Zealand,Mumbai,Test,Faf,Bumrah,63,72,6,6,60,87.5,6,,,Not Out,All-Rounder,2021-05-10,2021-05,2021
71298,1,Sri Lanka,India,Kolkata,T20,Russell,Rashid,16,49,11,11,110,32.65,5,5.912401873,1.35,LBW,,2021-05-10,2021-05,2021
89948,1,New Zealand,Bangladesh,London,ODI,Williamson,Joseph,80,19,17,1,74,421.05,1,,,Bowled,Batsman,2020-01-01,2020-01,2020
23954,1,Pakistan,South Africa,Johannesburg,Test,Nabi,Rashid,162,67,9,0,36,241.79,6,5.912401873,1.69,LBW,,,,
61605,2,Pakistan,Sri Lanka,Chennai,Test,Faf,Woakes,42,98,13,5,82,42.86,-1,,,LBW,Bowler,2021-05-10,2021-05,2021
88192,2,Afghanistan,Afghanistan,London,T20,Kohli,Shami,108,59,15,9,114,183.05,4,5.912401873,14.21,Bowled,Bowler,2021-05-10,2021-05,2021
98308,2,New Zealand,Pakistan,,ODI,Warner,Southee,20,53,24,3,114,37.74,0,5.912401873,13.7,Bowled,Bowler,,,
91443,2,Bangladesh,Australia,Auckland,T20,Williamson,Bumrah,23,42,11,0,44,54.76,4,5.912401873,12.69,Stumped,Batsman,2020-01-01,2020-01,2020
69785,1,Bangladesh,Bangladesh,Mumbai,T20,Smith,Shami,171,136,1,1,10,125.74,2,,,Unknown,Batsman,2020-01-01,2020-01,2020
56199,1,England,Pakistan,Chennai,T20,Root,Starc,65,118,20,1,86,55.08,6,5.912401873,14.71,Run Out,,2020-01-01,2020-01,2020
86690,1,Afghanistan,Bangladesh,Auckland,T20,Smith,Woakes,77,126,6,2,36,61.11,-1,,,Caught,Batsman,,,
32343,2,New Zealand,West Indies,London,Test,Root,Shami,157,29,15,7,102,541.38,0,5.912401873,10.15,LBW,All-Rounder,2021-05-10,2021-05,2021
25251,2,Pakistan,Pakistan,Chennai,Test,Kohli,Southee,112,48,24,2,108,233.33,0,5.912401873,8.12,Hit Wicket,,,,
50925,2,West Indies,Bangladesh,Delhi,T20,Smith,Malinga,-3,0,14,2,68,,1,5.912401873,7.27,Stumped,All-Rounder,2020-01-01,2020-01,2020
18570,1,Sri Lanka,Pakistan,Kolkata,T20,Babar,Rabada,18,48,6,12,96,37.5,1,,,Caught,,,,
70446,1,Bangladesh,Bangladesh,Sydney,Test,Babar,Bumrah,102,61,21,10,144,167.21,1,,,Hit Wicket,Batsman,2021-05-10,2021-05,2021
23778,2,India,India,Johannesburg,ODI,Warner,Afridi,15,17,21,10,144,88.24,2,,,Run Out,Batsman,,,
93062,1,Pakistan,Australia,Chennai,Test,Babar,Afridi,80,101,15,3,78,79.21,3,5.912401873,4.74,Run Out,Batsman,,,
97117,2,New Zealand,Afghanistan,Kolkata,Test,Kohli,Afridi,48,54,4,10,76,88.89,6,,,Run Out,,2021-05-10,2021-05,2021
38994,1,New Zealand,England,Mumbai,Test,Babar,Malinga,130,82,8,6,68,158.54,1,,,Unknown,Bowler,,,
85937,1,Australia,Australia,Chennai,T20,Williamson,Afridi,127,121,9,1,42,104.96,-1,5.912401873,-1.35,Hit Wicket,All-Rounder,2020-01-01,2020-01,2020
88811,2,Sri Lanka,Afghanistan,Melbourne,T20,Root,Woakes,-2,143,19,7,118,-1.4,5,,,Bowled,,2020-01-01,2020-01,2020
17634,2,England,Bangladesh,Melbourne,T20,Williamson,Malinga,70,116,17,2,80,60.34,6,,,Stumped,,,,
44598,1,New Zealand,Afghanistan,Johannesburg,T20,Nabi,Woakes,87,125,16,0,64,69.6,1,,,Caught,All-Rounder,,,
88041,2,England,West Indies,London,ODI,Rohit,Rabada,128,67,3,8,60,191.04,2,5.912401873,12.01,Bowled,Bowler,,,
66715,1,New Zealand,West Indies,Mumbai,Test,Rohit,Woakes,111,142,13,10,112,78.17,-1,5.912401873,10.15,Unknown,,2021-05-10,2021-05,2021
12969,1,Afghanistan,India,Johannesburg,ODI,Williamson,Bumrah,126,11,16,1,70,1145.45,2,,,Not Out,Batsman,,,
70226,2,Afghanistan,West Indies,Melbourne,T20,Smith,Woakes,-5,79,24,4,120,-6.33,1,5.912401873,6.26,Not Out,All-Rounder,,,
61289,2,Bangladesh,Bangladesh,Johannesburg,Test,Williamson,Southee,111,63,12,2,60,176.19,3,,,Not Out,Bowler,,,
51089,1,South Africa,Bangladesh,Auckland,T20,Smith,Bumrah,19,147,7,8,76,12.93,-1,,,Hit Wicket,,,,
64074,2,India,England,London,ODI,Faf,Rashid,-9,33,3,1,18,-27.27,0,,,LBW,Batsman,2021-05-10,2021-05,2021
68748,1,England,Bangladesh,,ODI,Williamson,Rashid,136,146,1,4,28,93.15,-1,,,Not Out,Bowler,,,
12098,2,India,Australia,Auckland,T20,Babar,Malinga,105,118,9,10,96,88.98,2,,,Not Out,All-Rounder,,,
34955,1,Bangladesh,Australia,London,ODI,Williamson,Bumrah,132,74,10,4,64,178.38,1,5.912401873,8.96,Hit Wicket,Bowler,,,
18458,2,Sri Lanka,Pakistan,Johannesburg,T20,Root,Shami,46,91,5,14,104,50.55,3,5.912401873,3.21,LBW,,,,
52783,2,Afghanistan,Sri Lanka,Melbourne,T20,Kohli,Southee,177,146,5,3,38,121.23,-1,5.912401873,16.24,Run Out,Batsman,2021-05-10,2021-05,2021
58635,2,Pakistan,Pakistan,,ODI,Russell,Woakes,51,28,18,3,90,182.14,-1,5.912401873,-0.17,Bowled,All-Rounder,,,
23759,2,Pakistan,Australia,Auckland,ODI,Nabi,Starc,120,19,18,9,126,631.58,-1,,,Bowled,All-Rounder,2020-01-01,2020-01,2020
85214,1,India,South Africa,Mumbai,T20,Nabi,Afridi,82,27,22,6,124,303.7,0,,,LBW,,2020-01-01,2020-01,2020
51013,2,Pakistan,Bangladesh,Auckland,T20,Rohit,Afridi,35,135,10,12,112,25.93,1,,,Run Out,All-Rounder,2021-05-10,2021-05,2021
76853,2,India,Sri Lanka,Chennai,T20,Warner,Starc,171,103,22,11,154,166.02,3,,,Not Out,,2020-01-01,2020-01,2020
78231,2,South Africa,Sri Lanka,,Test,Faf,Bumrah,-1,98,9,2,48,-1.02,-1,,,Hit Wicket,All-Rounder,2020-01-01,2020-01,2020
87328,2,South Africa,West Indies,Delhi,ODI,Babar,Woakes,169,68,24,5,126,248.53,2,5.912401873,11.16,Run Out,Bowler,,,
91766,2,Australia,South Africa,,ODI,Faf,Rabada,76,27,5,6,56,281.48,4,5.912401873,4.4,Unknown,Bowler,,,
52322,2,Afghanistan,Pakistan,Kolkata,ODI,Nabi,Woakes,92,24,13,10,112,383.33,2,5.912401873,2.37,Caught,All-Rounder,2020-01-01,2020-01,2020
12428,2,Australia,Afghanistan,Delhi,ODI,Kohli,Bumrah,103,57,9,12,108,180.7,6,,,Stumped,All-Rounder,,,
83090,1,West Indies,West Indies,Sydney,ODI,Root,Shami,94,117,4,11,82,80.34,2,,,Stumped,Bowler,,,
60600,1,Australia,India,,T20,Faf,Malinga,124,76,8,1,38,163.16,0,,,Caught,Batsman,,,
73344,1,South Africa,New Zealand,Delhi,T20,Faf,Afridi,113,102,17,10,128,110.78,3,5.912401873,16.74,LBW,All-Rounder,,,
75224,2,West Indies,England,Delhi,Test,Faf,Starc,123,71,12,12,120,173.24,5,,,Not Out,All-Rounder,2020-01-01,2020-01,2020
38468,2,Bangladesh,New Zealand,London,ODI,Williamson,Shami,82,66,17,7,110,124.24,2,5.912401873,10.99,Run Out,Batsman,2021-05-10,2021-05,2021
27005,1,Australia,Sri Lanka,Mumbai,T20,Warner,Rabada,174,79,19,5,106,220.25,0,5.912401873,1.01,LBW,All-Rounder,2021-05-10,2021-05,2021
42096,1,Australia,India,Chennai,ODI,Warner,Rabada,76,115,3,7,54,66.09,3,5.912401873,15.39,Unknown,Bowler,,,
19439,1,South Africa,New Zealand,London,Test,Smith,Woakes,1,137,9,14,120,0.73,4,5.912401873,12.52,Hit Wicket,Batsman,2020-01-01,2020-01,2020
90325,1,Pakistan,Bangladesh,Auckland,Test,Root,Woakes,73,5,9,3,54,1460,-1,,,Unknown,All-Rounder,,,
91904,2,England,South Africa,Mumbai,Test,Kohli,Rashid,158,82,19,7,118,192.68,3,,,LBW,Batsman,2020-01-01,2020-01,2020
61952,2,Pakistan,South Africa,Kolkata,T20,Kohli,Woakes,58,37,20,9,134,156.76,3,,,Unknown,Bowler,2021-05-10,2021-05,2021
24653,2,Australia,Sri Lanka,Chennai,Test,Root,Starc,70,145,18,5,102,48.28,3,5.912401873,6.26,Not Out,Batsman,,,
96970,1,Australia,Bangladesh,Melbourne,ODI,Faf,Bumrah,50,90,17,7,110,55.56,5,,,Bowled,Batsman,2020-01-01,2020-01,2020
50701,1,Pakistan,Sri Lanka,Delhi,Test,Smith,Joseph,14,147,11,2,56,9.52,5,5.912401873,3.04,Run Out,Bowler,2020-01-01,2020-01,2020
83424,1,England,England,London,Test,Babar,Joseph,-7,133,12,4,72,-5.26,3,,,Run Out,All-Rounder,,,
27277,2,Sri Lanka,New Zealand,Kolkata,Test,Warner,Southee,18,80,3,0,12,22.5,3,5.912401873,8.96,Unknown,Batsman,,,
42082,2,West Indies,West Indies,Chennai,ODI,Kohli,Starc,52,29,10,12,112,179.31,3,,,Not Out,Bowler,2021-05-10,2021-05,2021
98414,1,India,Australia,,ODI,Kohli,Shami,25,114,8,14,116,21.93,-1,,,Run Out,Batsman,,,
34402,2,Sri Lanka,West Indies,Chennai,Test,Rohit,Woakes,34,122,19,5,106,27.87,2,,,Bowled,,2021-05-10,2021-05,2021
33190,2,England,England,Melbourne,T20,Faf,Joseph,122,15,10,12,112,813.33,0,,,LBW,Bowler,,,
74430,1,Pakistan,England,Auckland,T20,Nabi,Joseph,3,15,9,4,60,20,3,,,Caught,,,,
97714,2,Australia,Afghanistan,London,T20,Warner,Southee,118,69,9,5,66,171.01,-1,,,Bowled,,2021-05-10,2021-05,2021
77136,2,South Africa,Australia,Chennai,Test,Russell,Woakes,133,16,16,14,148,831.25,5,5.912401873,5.41,Unknown,Bowler,,,
40064,1,Bangladesh,England,Sydney,Test,Babar,Joseph,123,26,9,2,48,473.08,-1,,,LBW,Bowler,2021-05-10,2021-05,2021
48960,1,Australia,Sri Lanka,Sydney,T20,Russell,Rabada,117,2,7,10,88,5850,-1,,,Stumped,,2021-05-10,2021-05,2021
48563,2,Bangladesh,England,Melbourne,T20,Babar,Shami,173,91,2,10,68,190.11,4,5.912401873,7.95,Not Out,,,,
35216,1,West Indies,India,Johannesburg,T20,Nabi,Afridi,141,97,14,12,128,145.36,0,,,Hit Wicket,Batsman,,,
97891,2,South Africa,Pakistan,Kolkata,ODI,Nabi,Woakes,69,3,14,4,80,2300,4,,,Bowled,,2020-01-01,2020-01,2020
82213,1,West Indies,Sri Lanka,Chennai,ODI,Smith,Shami,13,26,0,11,66,50,6,5.912401873,6.6,Caught,Batsman,2020-01-01,2020-01,2020
88754,2,Bangladesh,New Zealand,Kolkata,T20,Williamson,Shami,2,83,16,7,106,2.41,0,5.912401873,16.58,Stumped,Bowler,,,
37650,2,Australia,Afghanistan,London,ODI,Faf,Rabada,51,75,20,13,158,68,2,5.912401873,14.88,Bowled,,,,
31899,2,South Africa,England,,ODI,Williamson,Rabada,69,98,3,5,42,70.41,1,,,Stumped,Bowler,,,
86522,1,West Indies,India,Kolkata,Test,Babar,Joseph,151,73,22,3,106,206.85,4,5.912401873,12.35,LBW,All-Rounder,2021-05-10,2021-05,2021
24756,1,West Indies,Bangladesh,Auckland,ODI,Russell,Joseph,18,13,22,1,94,138.46,2,,,Not Out,Bowler,,,
